address,suburb,lot_area_sqm,centroid_lat,centroid_lon,is_corner_lot,n_vertices,size_flag
17 Fairlight Street Five Dock,Five Dock,531.1,-33.869954,151.133769,True,6,normal
17 Great North Road Five Dock,Five Dock,893.0,-33.872512,151.127085,True,6,normal
17 Harrabrook Avenue Five Dock,Five Dock,625.4,-33.872775,151.130962,True,8,normal
17 Harris Road Five Dock,Five Dock,434.8,-33.867902,151.122414,False,5,small
17 Henley Marine Drive Five Dock,Five Dock,529.7,-33.872549,151.135715,False,5,normal
17 Ingham Avenue Five Dock,Five Dock,659.0,-33.871747,151.135613,True,6,normal
17 Lavender Street Five Dock,Five Dock,466.1,-33.870623,151.124714,True,8,normal
17 Mcgrath Avenue Five Dock,Five Dock,641.9,-33.862978,151.128588,True,11,normal
17 Murralong Avenue Five Dock,Five Dock,654.1,-33.871867,151.130603,True,12,normal
17 Myler Street Five Dock,Five Dock,219.8,-33.866874,151.121675,True,9,small
17 Preston Avenue Five Dock,Five Dock,693.7,-33.863401,151.124877,True,14,normal
17 Queens Road Five Dock,Five Dock,962.0,-33.870675,151.127324,True,7,normal
17 Sutton Street Five Dock,Five Dock,874.0,-33.866387,151.132017,False,5,normal
17 Taylor Street Five Dock,Five Dock,740.1,-33.868412,151.112328,True,6,normal
17 Trevanion Street Five Dock,Five Dock,1049.5,-33.864226,151.133006,False,5,normal
17 West Street Five Dock,Five Dock,757.6,-33.864802,151.128429,True,6,normal
171 First Avenue Five Dock,Five Dock,1241.3,-33.869343,151.13098,True,7,normal
17A Henley Marine Drive Five Dock,Five Dock,617.8,-33.872534,151.135839,False,5,normal
17A Queens Road Five Dock,Five Dock,962.0,-33.870675,151.127324,True,7,normal
18 Bennett Avenue Five Dock,Five Dock,425.2,-33.86367,151.135856,True,6,small
18 Betts Avenue Five Dock,Five Dock,531.0,-33.862959,151.136696,True,6,normal
18 Elizabeth Street Five Dock,Five Dock,971.6,-33.865073,151.124984,True,10,normal
18 Ingham Avenue Five Dock,Five Dock,1026.8,-33.871374,151.136278,False,5,normal
18 Longview Street Five Dock,Five Dock,510.3,-33.870911,151.127047,True,6,normal
18 Mcgrath Avenue Five Dock,Five Dock,849.3,-33.863457,151.128663,True,12,normal
18 Mckinnon Avenue Five Dock,Five Dock,595.4,-33.862902,151.131116,True,8,normal
18 Minnesota Avenue Five Dock,Five Dock,521.1,-33.870214,151.134215,True,8,normal
18 Murralong Avenue Five Dock,Five Dock,766.4,-33.871546,151.130656,True,17,normal
18 Queens Road Five Dock,Five Dock,1462.8,-33.869987,151.127889,True,10,normal
18 Ramsay Road Five Dock,Five Dock,713.2,-33.871399,151.132526,True,6,normal
18 Rodd Road Five Dock,Five Dock,1006.6,-33.864701,151.131545,False,5,normal
18 Taylor Street Five Dock,Five Dock,666.0,-33.868487,151.112901,True,6,normal
18 Trevanion Street Five Dock,Five Dock,615.3,-33.863333,151.133763,False,5,normal
18 West Street Five Dock,Five Dock,486.5,-33.866715,151.12853,True,8,normal
18-20 Spencer Street Five Dock,Five Dock,1418.4,-33.869523,151.11769,True,7,normal
19 Arlington Street Five Dock,Five Dock,517.3,-33.871516,151.126189,True,7,normal
19 Betts Avenue Five Dock,Five Dock,573.0,-33.862929,151.136228,True,6,normal
19 Connecticut Avenue Five Dock,Five Dock,496.2,-33.871947,151.134046,False,5,normal
19 Corden Avenue Five Dock,Five Dock,608.2,-33.864289,151.123155,False,5,normal
19 Courland Street Five Dock,Five Dock,645.3,-33.870533,151.124107,False,5,normal
19 Gildea Avenue Five Dock,Five Dock,543.3,-33.861997,151.131167,True,7,normal
19 Halley Street Five Dock,Five Dock,582.6,-33.86113,151.132476,False,5,normal
19 Harrabrook Avenue Five Dock,Five Dock,479.3,-33.872761,151.130825,True,7,normal
19 Harris Road Five Dock,Five Dock,323.8,-33.867833,151.122427,False,5,small
19 Henley Marine Drive Five Dock,Five Dock,756.0,-33.872674,151.136166,True,13,normal
19 Kings Road Five Dock,Five Dock,511.1,-33.869746,151.127539,False,5,normal
19 Lavender Street Five Dock,Five Dock,388.7,-33.870534,151.124789,False,5,small
19 Minnesota Avenue Five Dock,Five Dock,533.2,-33.87086,151.134086,True,7,normal
19 Pine Avenue Five Dock,Five Dock,1029.7,-33.861224,151.134142,False,5,normal
19 Preston Avenue Five Dock,Five Dock,764.8,-33.863306,151.124791,True,13,normal
19 Ramsay Road Five Dock,Five Dock,686.8,-33.87214,151.132094,True,6,normal
19 Rodd Road Five Dock,Five Dock,1009.3,-33.86536,151.131316,False,5,normal
19 Trevanion Street Five Dock,Five Dock,536.5,-33.864108,151.133019,False,5,normal
19 West Street Five Dock,Five Dock,573.2,-33.864732,151.128533,False,5,normal
194 Great North Road Five Dock,Five Dock,847.0,-33.862724,151.130861,True,8,normal
19A Henley Marine Drive Five Dock,Five Dock,442.0,-33.871557,151.136627,True,7,small
1A Erina Avenue Five Dock,Five Dock,4023.4,-33.864178,151.134964,True,16,large
1A Henley Marine Drive Five Dock,Five Dock,2895.7,-33.873404,151.128123,True,14,large
1A Henry Street Five Dock,Five Dock,410.5,-33.86662,151.129388,False,5,small
1A Lancelot Street Five Dock,Five Dock,427.9,-33.867639,151.127795,False,5,small
1B Lancelot Street Five Dock,Five Dock,405.1,-33.867652,151.127692,True,6,small
1F Henley Marine Drive Five Dock,Five Dock,556.9,-33.872918,151.131511,False,5,normal
2 Bennett Avenue Five Dock,Five Dock,471.3,-33.864647,151.135531,True,21,normal
2 Charles Street Five Dock,Five Dock,570.5,-33.862187,151.131137,True,7,normal
2 Courland Street Five Dock,Five Dock,440.0,-33.871043,151.124405,False,5,small
2 Fairlight Street Five Dock,Five Dock,1133.7,-33.869518,151.131933,True,10,normal
2 Gildea Avenue Five Dock,Five Dock,551.0,-33.861324,151.132696,True,6,normal
2 Great North Road Five Dock,Five Dock,1154.8,-33.873589,151.127605,True,6,normal
2 Harrabrook Avenue Five Dock,Five Dock,425.1,-33.872075,151.131777,True,7,small
2 Heath Street Five Dock,Five Dock,459.1,-33.868755,151.139155,True,6,normal
2 Ingham Avenue Five Dock,Five Dock,852.4,-33.872315,151.136385,False,5,normal
2 Innes Street Five Dock,Five Dock,506.4,-33.863704,151.129719,True,7,normal
2 James Street Five Dock,Five Dock,553.4,-33.864033,151.124584,True,8,normal
2 Mckinnon Avenue Five Dock,Five Dock,738.4,-33.862698,151.132312,True,7,normal
2 Minnesota Avenue Five Dock,Five Dock,425.1,-33.86948,151.137217,True,8,small
2 New Jersey Road Five Dock,Five Dock,507.7,-33.872356,151.135347,True,8,normal
2 Newcastle Street Five Dock,Five Dock,748.7,-33.865175,151.12815,True,9,normal
2 Rodd Road Five Dock,Five Dock,517.9,-33.864388,151.132586,False,5,normal
2 Scott Street Five Dock,Five Dock,514.6,-33.866719,151.125746,True,12,normal
2 Sutton Street Five Dock,Five Dock,750.0,-33.867442,151.132371,False,5,normal
2 Udall Avenue Five Dock,Five Dock,768.6,-33.863797,151.127529,True,11,normal
2 Waterview Street Five Dock,Five Dock,877.6,-33.86862,151.131005,True,8,normal
20 Barnstaple Road Five Dock,Five Dock,1030.6,-33.86582,151.132876,True,12,normal
20 Bennett Avenue Five Dock,Five Dock,467.2,-33.863553,151.135879,True,6,normal
20 Elizabeth Street Five Dock,Five Dock,824.2,-33.864917,151.124986,True,11,normal
20 Garfield Street Five Dock,Five Dock,1238.3,-33.867868,151.127535,True,7,normal
20 Harrabrook Avenue Five Dock,Five Dock,964.3,-33.872361,151.130614,True,10,normal
20 Harris Road Five Dock,Five Dock,623.4,-33.869563,151.122609,True,6,normal
20 Henry Street Five Dock,Five Dock,1134.9,-33.866049,151.12785,True,18,normal
20 Ingham Avenue Five Dock,Five Dock,1007.5,-33.871235,151.136199,True,6,normal
20 James Street Five Dock,Five Dock,542.1,-33.863063,151.12431,False,5,normal
20 Kings Road Five Dock,Five Dock,1260.4,-33.869098,151.127404,True,6,normal
20 Lavender Street Five Dock,Five Dock,651.2,-33.870693,151.125283,False,5,normal
20 Longview Street Five Dock,Five Dock,1059.8,-33.870919,151.126914,False,5,normal
20 Murralong Avenue Five Dock,Five Dock,532.8,-33.871411,151.130537,False,5,normal
20 Newcastle Street Five Dock,Five Dock,785.4,-33.865002,151.126965,False,5,normal
20 Norman Street Five Dock,Five Dock,413.5,-33.869051,151.136512,False,5,small
20 Preston Avenue Five Dock,Five Dock,1368.7,-33.863582,151.125672,True,8,normal
20 Queens Road Five Dock,Five Dock,1156.4,-33.870146,151.127631,True,6,normal
20 Ramsay Road Five Dock,Five Dock,575.3,-33.871334,151.132409,False,5,normal
20 Trevanion Street Five Dock,Five Dock,621.5,-33.863233,151.133778,False,5,normal
20 York Avenue Five Dock,Five Dock,418.1,-33.871268,151.125941,True,6,small
204 Great North Road Five Dock,Five Dock,614.5,-33.86196,151.130888,True,6,normal
20B Barnstaple Road Five Dock,Five Dock,7766.0,-33.865322,151.135611,True,7,large
21 Arlington Street Five Dock,Five Dock,583.8,-33.87142,151.126176,True,8,normal
21 Barnstaple Road Five Dock,Five Dock,583.9,-33.865556,151.132128,False,5,normal
21 Corden Avenue Five Dock,Five Dock,597.3,-33.864443,151.123118,True,7,normal
21 East Street Five Dock,Five Dock,597.3,-33.865962,151.129065,True,7,normal
21 Fairlight Street Five Dock,Five Dock,757.9,-33.869994,151.133601,True,6,normal
21 Halley Street Five Dock,Five Dock,609.8,-33.861154,151.132335,False,5,normal
21 Ingham Avenue Five Dock,Five Dock,545.2,-33.87157,151.135602,False,5,normal
21 Kings Road Five Dock,Five Dock,522.1,-33.869732,151.127438,False,5,normal
21 Lancelot Street Five Dock,Five Dock,793.1,-33.867512,151.126592,True,6,normal
21 Lavender Street Five Dock,Five Dock,422.7,-33.870434,151.124781,True,6,small
21 Mcgrath Avenue Five Dock,Five Dock,528.5,-33.862718,151.128713,True,6,normal
21 Minnesota Avenue Five Dock,Five Dock,506.7,-33.870876,151.134018,True,7,normal
21 Murralong Avenue Five Dock,Five Dock,930.8,-33.871885,151.130299,False,5,normal
21 Norman Street Five Dock,Five Dock,502.8,-33.869556,151.136154,False,5,normal
21 Queens Road Five Dock,Five Dock,972.9,-33.870567,151.126992,False,5,normal
210 Great North Road Five Dock,Five Dock,782.6,-33.86145,151.13103,True,6,normal
214 Great North Road Five Dock,Five Dock,489.9,-33.860747,151.131099,True,7,normal
215 Parramatta Road Five Dock,Five Dock,4430.5,-33.87003,151.114908,True,12,large
219 Great North Road Five Dock,Five Dock,333.9,-33.865602,151.129843,True,10,small
22 Arlington Street Five Dock,Five Dock,771.1,-33.871686,151.126879,True,6,normal
22 Barnstaple Road Five Dock,Five Dock,628.2,-33.864535,151.13766,True,12,normal
22 Erina Avenue Five Dock,Five Dock,964.0,-33.863885,151.133554,False,5,normal
22 Garfield Street Five Dock,Five Dock,882.0,-33.867871,151.127233,True,6,normal
22 Gildea Avenue Five Dock,Five Dock,536.3,-33.861591,151.131177,True,7,normal
22 Harrabrook Avenue Five Dock,Five Dock,520.9,-33.872394,151.130463,True,9,normal
22 Harris Road Five Dock,Five Dock,620.2,-33.869444,151.122665,False,5,normal
22 Henley Marine Drive Five Dock,Five Dock,937.2,-33.87109,151.136706,True,6,normal
22 James Street Five Dock,Five Dock,542.0,-33.862944,151.124269,True,6,normal
22 Lavender Street Five Dock,Five Dock,667.6,-33.870583,151.125306,False,5,normal
22 Minnesota Avenue Five Dock,Five Dock,501.7,-33.870244,151.13404,True,6,normal
22 Murralong Avenue Five Dock,Five Dock,533.0,-33.871385,151.130431,False,5,normal
22 Newcastle Street Five Dock,Five Dock,798.9,-33.864992,151.126833,False,5,normal
22 Queens Road Five Dock,Five Dock,554.8,-33.870158,151.127459,False,5,normal
22 Ramsay Road Five Dock,Five Dock,603.6,-33.871219,151.13236,True,7,normal
22 Rodd Road Five Dock,Five Dock,1018.2,-33.864803,151.131207,False,5,normal
22 Spencer Street Five Dock,Five Dock,521.1,-33.86954,151.11742,True,7,normal
22 Sutton Street Five Dock,Five Dock,388.6,-33.866452,151.132586,False,5,small
22 West Street Five Dock,Five Dock,535.4,-33.865815,151.128779,False,5,normal
220 Great North Road Five Dock,Five Dock,690.9,-33.860386,151.131206,False,5,normal
229 Great North Road Five Dock,Five Dock,544.3,-33.865097,151.130014,False,5,normal
22A Harrabrook Avenue Five Dock,Five Dock,475.4,-33.872304,151.130401,True,9,normal
23 Betts Avenue Five Dock,Five Dock,591.6,-33.862625,151.136276,True,8,normal
23 Connecticut Avenue Five Dock,Five Dock,502.1,-33.871986,151.133886,False,5,normal
23 Fairlight Street Five Dock,Five Dock,778.0,-33.870021,151.133488,True,6,normal
23 Garfield Street Five Dock,Five Dock,1792.0,-33.868618,151.127073,True,8,normal
23 Great North Road Five Dock,Five Dock,856.3,-33.872173,151.127157,True,6,normal
23 Harrabrook Avenue Five Dock,Five Dock,459.4,-33.872812,151.130649,True,7,normal
23 Kings Road Five Dock,Five Dock,747.8,-33.869721,151.127321,True,7,normal
23 Lancelot Street Five Dock,Five Dock,430.9,-33.867466,151.126449,False,5,small
23 Mcgrath Avenue Five Dock,Five Dock,557.5,-33.862617,151.128868,True,17,normal
23 Murralong Avenue Five Dock,Five Dock,720.8,-33.87185,151.130137,False,5,normal
23 Newcastle Street Five Dock,Five Dock,454.7,-33.86544,151.126548,False,5,normal
23 Preston Avenue Five Dock,Five Dock,1976.2,-33.863,151.124897,True,12,normal
23 Sutton Street Five Dock,Five Dock,883.8,-33.866103,151.132048,True,6,normal
23A Norman Street Five Dock,Five Dock,491.0,-33.869424,151.136108,False,5,normal
23A Pine Avenue Five Dock,Five Dock,503.0,-33.860932,151.134193,True,6,normal
24 Arlington Street Five Dock,Five Dock,500.4,-33.871581,151.126878,False,5,normal
24 Barnstaple Road Five Dock,Five Dock,532.1,-33.864439,151.137724,True,6,normal
24 Betts Avenue Five Dock,Five Dock,534.1,-33.862521,151.136774,True,7,normal
24 Connecticut Avenue Five Dock,Five Dock,1018.5,-33.871371,151.133724,True,6,normal
24 Garfield Street Five Dock,Five Dock,930.4,-33.867885,151.127074,True,7,normal
24 Harrabrook Avenue Five Dock,Five Dock,1076.2,-33.872301,151.130259,True,9,normal
24 Ingham Avenue Five Dock,Five Dock,492.1,-33.870909,151.136061,True,7,normal
24 Kings Road Five Dock,Five Dock,921.7,-33.86919,151.127067,True,7,normal
24 Mcgrath Avenue Five Dock,Five Dock,638.5,-33.86317,151.128936,True,9,normal
24 Minnesota Avenue Five Dock,Five Dock,552.6,-33.870265,151.133957,True,6,normal
24 Newcastle Street Five Dock,Five Dock,732.8,-33.864956,151.126672,True,6,normal
24 Ramsay Road Five Dock,Five Dock,615.3,-33.871124,151.132304,True,6,normal
24 Sutton Street Five Dock,Five Dock,861.7,-33.866347,151.132654,True,8,normal
24 West Street Five Dock,Five Dock,506.1,-33.865688,151.128806,False,5,normal
24-26 Spencer Street Five Dock,Five Dock,1129.5,-33.869551,151.117249,True,6,normal
241 Great North Road Five Dock,Five Dock,264.8,-33.864435,151.130003,True,9,small
24A Henry Street Five Dock,Five Dock,578.7,-33.866152,151.127402,True,10,normal
25 Courland Street Five Dock,Five Dock,618.4,-33.870203,151.124168,False,5,normal
25 Great North Road Five Dock,Five Dock,907.0,-33.872054,151.127182,True,8,normal
25 Halley Street Five Dock,Five Dock,568.2,-33.86122,151.132068,True,6,normal
25 Harrabrook Avenue Five Dock,Five Dock,480.6,-33.872795,151.130534,True,8,normal
25 Lavender Street Five Dock,Five Dock,583.0,-33.870128,151.124901,False,5,normal
25 Minnesota Avenue Five Dock,Five Dock,549.6,-33.870911,151.133872,True,7,normal
25 Murralong Avenue Five Dock,Five Dock,696.0,-33.871832,151.13,True,7,normal
25 Norman Street Five Dock,Five Dock,693.6,-33.86935,151.136083,False,5,normal
25 Parramatta Road Five Dock,Five Dock,898.9,-33.872167,151.125378,False,5,normal
25 Preston Avenue Five Dock,Five Dock,1894.1,-33.863002,151.125025,True,9,normal
25 Spencer Street Five Dock,Five Dock,622.9,-33.869843,151.116229,False,5,normal
25 Wymston Parade Five Dock,Five Dock,607.4,-33.862458,151.12628,True,6,normal
25-27 Garfield Street Five Dock,Five Dock,2348.0,-33.868642,151.126838,True,9,large
251 Great North Road Five Dock,Five Dock,601.9,-33.86382,151.130063,False,5,normal
255 Great North Road Five Dock,Five Dock,580.0,-33.863558,151.130012,True,6,normal
259 Great North Road Five Dock,Five Dock,559.3,-33.863331,151.129988,True,9,normal
26 Bennett Avenue Five Dock,Five Dock,431.8,-33.863236,151.135941,True,6,small
26 Charles Street Five Dock,Five Dock,5413.2,-33.861668,151.133663,True,13,large
26 Garfield Street Five Dock,Five Dock,942.8,-33.86785,151.126889,False,5,normal
26 Harrabrook Avenue Five Dock,Five Dock,1018.9,-33.872292,151.130065,True,10,normal
26 Harris Road Five Dock,Five Dock,624.8,-33.869218,151.122709,False,5,normal
26 Howley Street Five Dock,Five Dock,920.6,-33.865872,151.138209,True,6,normal
26 Kings Road Five Dock,Five Dock,1301.9,-33.869127,151.126932,True,6,normal
26 Mcgrath Avenue Five Dock,Five Dock,548.5,-33.86306,151.129051,False,5,normal
26 Murralong Avenue Five Dock,Five Dock,519.7,-33.871333,151.130223,False,5,normal
26 Rodd Road Five Dock,Five Dock,523.3,-33.86487,151.130985,False,5,normal
263 Great North Road Five Dock,Five Dock,454.6,-33.86292,151.130028,False,5,normal
265 Great North Road Five Dock,Five Dock,454.7,-33.862865,151.130038,False,5,normal
267 Great North Road Five Dock,Five Dock,464.4,-33.86281,151.130049,False,5,normal
27 Arlington Street Five Dock,Five Dock,758.7,-33.871132,151.126244,True,9,normal
27 Barnstaple Road Five Dock,Five Dock,477.2,-33.865172,151.133374,False,5,normal
27 Connecticut Avenue Five Dock,Five Dock,499.7,-33.872095,151.133445,False,5,normal
27 Great North Road Five Dock,Five Dock,965.4,-33.871976,151.12729,True,9,normal
27 Halley Street Five Dock,Five Dock,592.5,-33.861243,151.131933,True,6,normal
27 Harrabrook Avenue Five Dock,Five Dock,514.7,-33.872764,151.130419,True,7,normal
27 Henley Marine Drive Five Dock,Five Dock,577.8,-33.870037,151.137195,True,6,normal
27 Lancelot Street Five Dock,Five Dock,487.9,-33.867494,151.126248,True,7,normal
27 Minnesota Avenue Five Dock,Five Dock,506.9,-33.870963,151.133792,False,5,normal
27 Park Road Five Dock,Five Dock,757.5,-33.867509,151.132777,False,5,normal
27 Parramatta Road Five Dock,Five Dock,637.9,-33.872122,151.125242,False,5,normal
27 Preston Avenue Five Dock,Five Dock,1413.1,-33.862891,151.125163,False,5,normal
27 Queens Road Five Dock,Five Dock,576.6,-33.870356,151.125797,False,5,normal
27 Ramsay Road Five Dock,Five Dock,655.2,-33.871716,151.131928,False,5,normal
27 Rickard Street Five Dock,Five Dock,448.9,-33.867983,151.138957,True,6,small
27 Waterview Street Five Dock,Five Dock,885.0,-33.86755,151.130602,True,6,normal
27 Wymston Parade Five Dock,Five Dock,639.0,-33.86228,151.126573,True,36,normal
271 Great North Road Five Dock,Five Dock,1822.5,-33.862622,151.130069,True,7,normal
275 Great North Road Five Dock,Five Dock,1077.3,-33.862438,151.13012,False,5,normal
277 Great North Road Five Dock,Five Dock,698.3,-33.862337,151.130139,False,5,normal
28 Arlington Street Five Dock,Five Dock,776.4,-33.871385,151.126922,False,5,normal
28 Halley Street Five Dock,Five Dock,652.7,-33.860657,151.132362,False,5,normal
28 Henley Marine Drive Five Dock,Five Dock,440.0,-33.869912,151.137326,False,5,small
28 Henry Street Five Dock,Five Dock,1034.5,-33.866065,151.127079,True,6,normal
28 Ingham Avenue Five Dock,Five Dock,517.2,-33.870775,151.136015,True,7,normal
28 Kings Road Five Dock,Five Dock,1262.5,-33.869023,151.126821,True,6,normal
28 Lavender Street Five Dock,Five Dock,633.5,-33.870262,151.125369,False,5,normal
28 Murralong Avenue Five Dock,Five Dock,547.4,-33.871307,151.130117,False,5,normal
28 Preston Avenue Five Dock,Five Dock,1326.1,-33.863427,151.126215,True,8,normal
28 Queens Road Five Dock,Five Dock,486.9,-33.870081,151.127173,True,6,normal
28 West Street Five Dock,Five Dock,453.2,-33.865499,151.128869,True,6,normal
28 York Avenue Five Dock,Five Dock,449.2,-33.870914,151.126016,True,6,small
283 Great North Road Five Dock,Five Dock,465.0,-33.861999,151.130204,False,5,normal
287 Great North Road Five Dock,Five Dock,484.8,-33.861891,151.130224,False,5,normal
289 Great North Road Five Dock,Five Dock,458.4,-33.861836,151.130234,False,5,normal
28A Henry Street Five Dock,Five Dock,626.7,-33.866049,151.126962,True,6,normal
29 Barnstaple Road Five Dock,Five Dock,454.7,-33.865122,151.133536,False,5,normal
29 East Street Five Dock,Five Dock,398.4,-33.865554,151.129172,False,5,small
29 Fairlight Street Five Dock,Five Dock,770.5,-33.87008,151.133116,False,5,normal
29 Great North Road Five Dock,Five Dock,964.3,-33.871855,151.127335,True,9,normal
29 Harrabrook Avenue Five Dock,Five Dock,536.5,-33.87274,151.130289,True,8,normal
29 Minnesota Avenue Five Dock,Five Dock,523.6,-33.870973,151.1337,True,7,normal
29 Murralong Avenue Five Dock,Five Dock,667.8,-33.87176,151.129756,True,11,normal
29 Newcastle Street Five Dock,Five Dock,446.4,-33.865399,151.126248,False,5,small
29 Norman Street Five Dock,Five Dock,702.4,-33.869173,151.136021,False,5,normal
29 Preston Avenue Five Dock,Five Dock,1373.2,-33.862862,151.125308,False,5,normal
29 Queens Road Five Dock,Five Dock,617.0,-33.870343,151.1257,False,5,normal
29 Ramsay Road Five Dock,Five Dock,643.1,-33.871611,151.131846,True,6,normal
29 Rickard Street Five Dock,Five Dock,445.1,-33.868091,151.138856,False,5,small
291 Great North Road Five Dock,Five Dock,467.1,-33.861782,151.130245,False,5,normal
293 Great North Road Five Dock,Five Dock,482.0,-33.861738,151.130253,False,5,normal
299 Great North Road Five Dock,Five Dock,470.1,-33.861512,151.130296,False,5,normal
2A Ingham Avenue Five Dock,Five Dock,729.2,-33.87204,151.136462,True,6,normal
2B Courland Street Five Dock,Five Dock,423.7,-33.871266,151.124418,False,5,small
3 Barnstaple Road Five Dock,Five Dock,383.5,-33.865879,151.131033,True,6,small
3 Corden Avenue Five Dock,Five Dock,608.2,-33.863804,151.123938,False,5,normal
3 Elizabeth Street Five Dock,Five Dock,560.1,-33.865703,151.124161,True,7,normal
3 Fairlight Street Five Dock,Five Dock,452.7,-33.869745,151.134532,False,5,normal
3 Gildea Avenue Five Dock,Five Dock,538.4,-33.861775,151.132466,True,6,normal
3 Harrabrook Avenue Five Dock,Five Dock,586.1,-33.872649,151.131809,False,5,normal
3 Henley Marine Drive Five Dock,Five Dock,529.9,-33.872446,151.133127,True,7,normal
3 Ingham Avenue Five Dock,Five Dock,491.5,-33.872289,151.135857,False,5,normal
3 James Street Five Dock,Five Dock,1271.5,-33.863999,151.123756,True,11,normal
3 Kings Road Five Dock,Five Dock,391.0,-33.869989,151.128656,True,6,small
3 Kingsford Avenue Five Dock,Five Dock,498.1,-33.871073,151.131274,True,6,normal
3 Lancelot Street Five Dock,Five Dock,337.0,-33.867611,151.127604,False,5,small
3 Minnesota Avenue Five Dock,Five Dock,560.9,-33.870648,151.134952,True,8,normal
3 Mitchell Street Five Dock,Five Dock,467.9,-33.863472,151.135084,False,5,normal
3 Myler Street Five Dock,Five Dock,782.6,-33.866907,151.122358,True,8,normal
3 Park Road Five Dock,Five Dock,1005.5,-33.869605,151.132273,False,5,normal
3 Preston Avenue Five Dock,Five Dock,681.1,-33.864234,151.124957,True,6,normal
3 Second Avenue Five Dock,Five Dock,562.8,-33.867454,151.130454,True,8,normal
3 Sutton Street Five Dock,Five Dock,873.1,-33.867197,151.131789,True,6,normal
3 Udall Avenue Five Dock,Five Dock,1888.9,-33.863671,151.126632,True,12,normal
3 Walker Street Five Dock,Five Dock,703.6,-33.869307,151.113187,False,5,normal
3 Wangal Place Five Dock,Five Dock,718.2,-33.872268,151.128207,True,13,normal
3 West Street Five Dock,Five Dock,574.8,-33.865793,151.128171,True,6,normal
30 Bennett Avenue Five Dock,Five Dock,446.1,-33.862993,151.135989,True,6,small
30 Connecticut Avenue Five Dock,Five Dock,1302.2,-33.871452,151.133391,True,6,normal
30 Garfield Street Five Dock,Five Dock,852.4,-33.867803,151.126527,False,5,normal
30 Harrabrook Avenue Five Dock,Five Dock,566.2,-33.872333,151.129847,True,6,normal
30 Harris Road Five Dock,Five Dock,620.4,-33.868983,151.122721,True,6,normal
30 Henley Marine Drive Five Dock,Five Dock,496.1,-33.86923,151.137912,False,5,normal
30 Henry Street Five Dock,Five Dock,1558.0,-33.865976,151.126832,True,10,normal
30 Howley Street Five Dock,Five Dock,658.0,-33.865885,151.137892,True,6,normal
30 Ingham Avenue Five Dock,Five Dock,1007.7,-33.870697,151.135913,True,7,normal
30 Minnesota Avenue Five Dock,Five Dock,497.6,-33.870358,151.13375,False,5,normal
30 Newcastle Street Five Dock,Five Dock,676.1,-33.864953,151.126305,False,5,normal
30 Preston Avenue Five Dock,Five Dock,1142.9,-33.863232,151.12635,True,11,normal
30 Queens Road Five Dock,Five Dock,508.7,-33.870105,151.127077,False,5,normal
30 Sutton Street Five Dock,Five Dock,389.6,-33.866038,151.132652,True,6,small
30 West Street Five Dock,Five Dock,453.8,-33.865407,151.128869,False,5,normal
301 Great North Road Five Dock,Five Dock,452.7,-33.861458,151.130307,False,5,normal
305 Great North Road Five Dock,Five Dock,467.0,-33.861349,151.130328,False,5,normal
309 Great North Road Five Dock,Five Dock,490.3,-33.861243,151.130348,False,5,normal
31 Connecticut Avenue Five Dock,Five Dock,1015.8,-33.872171,151.133248,True,6,normal
31 Great North Road Five Dock,Five Dock,1081.8,-33.871713,151.127321,True,13,normal
31 Harrabrook Avenue Five Dock,Five Dock,584.6,-33.872742,151.130181,True,10,normal
31 Harris Road Five Dock,Five Dock,562.0,-33.866884,151.122625,False,5,normal
31 Ingham Avenue Five Dock,Five Dock,504.8,-33.871104,151.135303,True,6,normal
31 Lancelot Street Five Dock,Five Dock,869.3,-33.867409,151.126022,False,5,normal
31 Murralong Avenue Five Dock,Five Dock,717.6,-33.871815,151.129653,True,14,normal
31 Newcastle Street Five Dock,Five Dock,471.9,-33.865387,151.126116,True,8,normal
31 Park Road Five Dock,Five Dock,771.7,-33.867012,151.132851,True,6,normal
31 Pine Avenue Five Dock,Five Dock,1009.8,-33.860216,151.134244,False,5,normal
31 Preston Avenue Five Dock,Five Dock,1392.5,-33.862774,151.125438,True,6,normal
31 Ramsay Road Five Dock,Five Dock,668.5,-33.871327,151.131815,True,6,normal
315 Great North Road Five Dock,Five Dock,475.7,-33.86108,151.130379,False,5,normal
317 Great North Road Five Dock,Five Dock,465.6,-33.861026,151.130389,False,5,normal
319 Great North Road Five Dock,Five Dock,456.7,-33.860973,151.130399,False,5,normal
31A Newcastle Street Five Dock,Five Dock,2183.5,-33.865673,151.126228,True,22,large
32 Bennett Avenue Five Dock,Five Dock,468.7,-33.862876,151.135994,False,5,normal
32 Connecticut Avenue Five Dock,Five Dock,1033.8,-33.871546,151.133183,False,5,normal
32 Garfield Street Five Dock,Five Dock,628.2,-33.86776,151.126374,True,6,normal
32 Great North Road Five Dock,Five Dock,1432.9,-33.871797,151.128278,False,5,normal
32 Halley Street Five Dock,Five Dock,639.6,-33.860702,151.132102,False,5,normal
32 Harris Road Five Dock,Five Dock,1347.9,-33.868447,151.123002,True,10,normal
32 Ingham Avenue Five Dock,Five Dock,1003.4,-33.870558,151.13596,True,6,normal
32 Minnesota Avenue Five Dock,Five Dock,525.7,-33.870338,151.133656,True,6,normal
32 Preston Avenue Five Dock,Five Dock,677.3,-33.863171,151.126434,True,6,normal
32 Queens Road Five Dock,Five Dock,491.6,-33.870021,151.126998,False,5,normal
