address,suburb,lot_area_sqm,centroid_lat,centroid_lon,is_corner_lot,n_vertices,size_flag
1 Altona Street Abbotsford,Abbotsford,1006.3,-33.848434,151.127595,True,7,normal
1 Battersea Street Abbotsford,Abbotsford,505.6,-33.845726,151.127969,True,7,normal
1 Bickleigh Street Abbotsford,Abbotsford,898.2,-33.855607,151.129765,True,10,normal
1 Campbell Street Abbotsford,Abbotsford,901.0,-33.856555,151.129086,True,21,normal
1 Charlton Street Abbotsford,Abbotsford,580.0,-33.851324,151.126437,True,6,normal
1 Chatham Place Abbotsford,Abbotsford,423.5,-33.84949,151.128867,True,17,small
1 Curtin Avenue Abbotsford,Abbotsford,780.8,-33.853668,151.136798,True,22,normal
1 Fitzroy Street Abbotsford,Abbotsford,453.1,-33.846663,151.127908,True,6,normal
1 Glen Ormond Avenue Abbotsford,Abbotsford,728.7,-33.85347,151.129239,True,8,normal
1 Gow Street Abbotsford,Abbotsford,3726.3,-33.850599,151.127665,True,15,large
1 Hunter Street Abbotsford,Abbotsford,707.5,-33.8479,151.124892,True,8,normal
1 Margaret Street Abbotsford,Abbotsford,697.0,-33.854793,151.137107,False,5,normal
1 Mcgirr Place Abbotsford,Abbotsford,715.9,-33.853906,151.131603,True,21,normal
1 Montrose Road Abbotsford,Abbotsford,685.9,-33.848568,151.130483,True,6,normal
1 Raynor Avenue Abbotsford,Abbotsford,634.8,-33.852231,151.131165,True,6,normal
1 The Terrace Abbotsford,Abbotsford,526.1,-33.845326,151.127947,True,8,normal
1 Tyler Crescent Abbotsford,Abbotsford,540.6,-33.854251,151.13552,False,5,normal
1 Weddle Avenue Abbotsford,Abbotsford,366.3,-33.852861,151.136185,False,5,small
1 Werona Avenue Abbotsford,Abbotsford,547.8,-33.853884,151.127969,True,7,normal
10 Campbell Street Abbotsford,Abbotsford,588.6,-33.856096,151.12956,False,5,normal
10 Chatham Place Abbotsford,Abbotsford,351.3,-33.849989,151.128621,True,10,small
10 Curtin Avenue Abbotsford,Abbotsford,1051.4,-33.853377,151.135809,True,7,normal
10 Figtree Avenue Abbotsford,Abbotsford,260.7,-33.84963,151.131078,True,23,small
10 Henry Lawson Avenue Abbotsford,Abbotsford,578.4,-33.852397,151.128301,False,5,normal
10 Kokoda Street Abbotsford,Abbotsford,742.8,-33.853547,151.13341,False,5,normal
10 Raynor Avenue Abbotsford,Abbotsford,666.7,-33.852015,151.130321,False,5,normal
10 St Albans Street Abbotsford,Abbotsford,794.5,-33.855084,151.1282,True,6,normal
108 Hampden Road Abbotsford,Abbotsford,467.7,-33.854604,151.136862,True,8,normal
108A Hampden Road Abbotsford,Abbotsford,467.7,-33.854604,151.136862,True,8,normal
11 Bickleigh Street Abbotsford,Abbotsford,515.6,-33.855652,151.129147,True,6,normal
11 Chatham Place Abbotsford,Abbotsford,341.2,-33.849968,151.128974,True,12,small
11 Checkley Street Abbotsford,Abbotsford,759.2,-33.847872,151.123998,True,6,normal
11 Fitzroy Street Abbotsford,Abbotsford,659.5,-33.84704,151.127145,False,5,normal
11 Kokoda Street Abbotsford,Abbotsford,902.5,-33.853128,151.133752,True,19,normal
11 Margaret Street Abbotsford,Abbotsford,698.6,-33.854227,151.13722,False,5,normal
11 Marmion Road Abbotsford,Abbotsford,1009.2,-33.846532,151.12946,False,5,normal
11 The Terrace Abbotsford,Abbotsford,334.2,-33.845627,151.127386,False,5,small
114 Hampden Road Abbotsford,Abbotsford,567.0,-33.854633,151.136552,False,5,normal
11A Campbell Street Abbotsford,Abbotsford,1170.7,-33.856057,151.128251,True,11,normal
11A Tyler Crescent Abbotsford,Abbotsford,572.8,-33.85327,151.134464,True,13,normal
11B Campbell Street Abbotsford,Abbotsford,996.4,-33.855935,151.128798,True,8,normal
12 Abbotsford Parade Abbotsford,Abbotsford,1018.1,-33.849017,151.127074,False,5,normal
12 Campbell Street Abbotsford,Abbotsford,647.3,-33.856018,151.129576,True,6,normal
12 Curtin Avenue Abbotsford,Abbotsford,973.4,-33.853585,151.135565,True,23,normal
12 Glen Ormond Avenue Abbotsford,Abbotsford,564.0,-33.853129,151.1284,True,6,normal
12 Irene Street Abbotsford,Abbotsford,564.2,-33.856795,151.129459,False,5,normal
12 Kokoda Street Abbotsford,Abbotsford,727.4,-33.853522,151.133572,False,5,normal
12 Raynor Avenue Abbotsford,Abbotsford,623.8,-33.852049,151.130184,False,5,normal
12 Spring Street Abbotsford,Abbotsford,665.7,-33.84744,151.126894,False,5,normal
120 Hampden Road Abbotsford,Abbotsford,453.5,-33.854573,151.136114,True,7,normal
128 Hampden Road Abbotsford,Abbotsford,764.4,-33.854493,151.135376,True,6,normal
13 Bickleigh Street Abbotsford,Abbotsford,522.5,-33.855749,151.12893,True,6,normal
13 Chatham Place Abbotsford,Abbotsford,341.2,-33.849981,151.129049,True,9,small
13 Henry Lawson Avenue Abbotsford,Abbotsford,526.9,-33.852918,151.128235,True,6,normal
13 Margaret Street Abbotsford,Abbotsford,869.1,-33.854104,151.137244,False,5,normal
13 Raynor Avenue Abbotsford,Abbotsford,584.9,-33.852459,151.130341,False,5,normal
13 Spring Street Abbotsford,Abbotsford,334.7,-33.848951,151.124225,True,6,small
14 Abbotsford Parade Abbotsford,Abbotsford,1018.2,-33.849012,151.126931,True,6,normal
14 Blackwall Point Road Abbotsford,Abbotsford,701.0,-33.851619,151.130333,False,5,normal
14 Campbell Street Abbotsford,Abbotsford,646.1,-33.855934,151.129565,True,7,normal
14 Chatham Place Abbotsford,Abbotsford,343.7,-33.850145,151.128682,True,11,small
14 Checkley Street Abbotsford,Abbotsford,1489.3,-33.847289,151.123634,True,7,normal
14 Curtin Avenue Abbotsford,Abbotsford,900.9,-33.85362,151.135241,True,25,normal
14 Figtree Avenue Abbotsford,Abbotsford,258.4,-33.849534,151.131159,True,24,small
14 Fitzroy Street Abbotsford,Abbotsford,744.2,-33.846477,151.127321,False,5,normal
14 Glen Ormond Avenue Abbotsford,Abbotsford,567.6,-33.85317,151.128273,True,7,normal
14 Henry Lawson Avenue Abbotsford,Abbotsford,598.0,-33.852497,151.128061,False,5,normal
14 Rokeby Road Abbotsford,Abbotsford,1032.4,-33.846944,151.129432,False,5,normal
14 St Albans Street Abbotsford,Abbotsford,436.9,-33.854867,151.128063,False,5,small
15 Battersea Street Abbotsford,Abbotsford,884.2,-33.846153,151.127194,True,6,normal
15 Bickleigh Street Abbotsford,Abbotsford,580.2,-33.855749,151.128815,False,5,normal
15 Chatham Place Abbotsford,Abbotsford,346.8,-33.850105,151.129063,True,12,small
15 Fitzroy Street Abbotsford,Abbotsford,661.8,-33.847194,151.126757,False,5,normal
15 Glen Ormond Avenue Abbotsford,Abbotsford,593.9,-33.853651,151.12809,False,5,normal
15 Margaret Street Abbotsford,Abbotsford,1155.9,-33.853942,151.137276,False,5,normal
15 Marmion Road Abbotsford,Abbotsford,1016.3,-33.846583,151.129073,True,7,normal
15 Montrose Road Abbotsford,Abbotsford,1025.0,-33.848531,151.129155,False,5,normal
15 Raynor Avenue Abbotsford,Abbotsford,582.4,-33.852492,151.130206,False,5,normal
15 Tyler Crescent Abbotsford,Abbotsford,998.3,-33.852847,151.133821,True,19,normal
154 Hampden Road Abbotsford,Abbotsford,1795.9,-33.85476,151.133581,True,30,normal
16 Abbotsford Parade Abbotsford,Abbotsford,1023.8,-33.849054,151.126774,True,6,normal
16 Blackwall Point Road Abbotsford,Abbotsford,618.6,-33.851624,151.130484,False,5,normal
16 Campbell Street Abbotsford,Abbotsford,564.1,-33.855881,151.129434,False,5,normal
16 Fitzroy Street Abbotsford,Abbotsford,436.8,-33.846514,151.127227,False,5,small
16 Henry Lawson Avenue Abbotsford,Abbotsford,616.3,-33.852518,151.127929,False,5,normal
16 Irene Street Abbotsford,Abbotsford,1003.3,-33.856843,151.129185,False,5,normal
16 Raynor Avenue Abbotsford,Abbotsford,705.8,-33.85212,151.129871,True,7,normal
16 St Albans Street Abbotsford,Abbotsford,471.4,-33.854804,151.12803,False,5,normal
17 Bickleigh Street Abbotsford,Abbotsford,688.1,-33.855774,151.128682,False,5,normal
17 Chatham Place Abbotsford,Abbotsford,342.5,-33.850126,151.129122,True,9,small
17 Fitzroy Street Abbotsford,Abbotsford,654.8,-33.847293,151.12659,True,7,normal
17 Glen Ormond Avenue Abbotsford,Abbotsford,556.8,-33.85369,151.127969,True,6,normal
17 Henry Lawson Avenue Abbotsford,Abbotsford,549.5,-33.852956,151.128,True,6,normal
17A Walton Crescent Abbotsford,Abbotsford,1195.8,-33.848874,151.130282,True,7,normal
18 Abbotsford Parade Abbotsford,Abbotsford,1097.4,-33.849004,151.126579,True,7,normal
18 Blackwall Point Road Abbotsford,Abbotsford,538.8,-33.851634,151.130634,False,5,normal
18 Chatham Place Abbotsford,Abbotsford,344.6,-33.850288,151.128757,True,11,small
18 Fitzroy Street Abbotsford,Abbotsford,438.3,-33.84652,151.12715,True,6,small
18 Irene Street Abbotsford,Abbotsford,998.2,-33.856872,151.129026,False,5,normal
18 Montrose Road Abbotsford,Abbotsford,1020.9,-33.847956,151.129524,False,5,normal
18 Rokeby Road Abbotsford,Abbotsford,1022.8,-33.846938,151.129072,True,7,normal
18 Spring Street Abbotsford,Abbotsford,671.0,-33.847642,151.126253,True,10,normal
188A Hampden Road Abbotsford,Abbotsford,601.4,-33.8552,151.131051,True,8,normal
19 Fitzroy Street Abbotsford,Abbotsford,330.9,-33.847319,151.126485,True,6,small
19 Glen Ormond Avenue Abbotsford,Abbotsford,565.2,-33.853715,151.12781,True,6,normal
19 Henry Lawson Avenue Abbotsford,Abbotsford,530.4,-33.852978,151.127865,True,6,normal
19 St Albans Street Abbotsford,Abbotsford,457.1,-33.854814,151.127397,False,5,normal
192 Hampden Road Abbotsford,Abbotsford,285.9,-33.855376,151.130839,True,7,small
1A Tyler Crescent Abbotsford,Abbotsford,529.5,-33.854364,151.135559,True,6,normal
1A Weddle Avenue Abbotsford,Abbotsford,366.3,-33.852861,151.136185,False,5,small
2 Abbotsford Cove Drive Abbotsford,Abbotsford,4642.7,-33.850307,151.130935,True,27,large
2 Abbotsford Parade Abbotsford,Abbotsford,1011.1,-33.848865,151.127589,True,7,normal
2 Blackwall Point Road Abbotsford,Abbotsford,450.6,-33.851511,151.129536,True,8,normal
2 Campbell Street Abbotsford,Abbotsford,986.3,-33.856494,151.12945,True,23,normal
2 Chatham Place Abbotsford,Abbotsford,465.2,-33.849716,151.128457,True,10,normal
2 Checkley Street Abbotsford,Abbotsford,774.2,-33.846996,151.124557,True,22,normal
2 Curtin Avenue Abbotsford,Abbotsford,756.6,-33.853409,151.136658,True,23,normal
2 Florey Place Abbotsford,Abbotsford,1115.1,-33.852973,151.131766,True,15,normal
2 Glen Ormond Avenue Abbotsford,Abbotsford,677.8,-33.853044,151.129058,True,7,normal
2 Irene Street Abbotsford,Abbotsford,960.1,-33.856729,151.12983,False,5,normal
2 Lester Place Abbotsford,Abbotsford,1111.1,-33.853913,151.130823,True,14,normal
2 Marmion Road Abbotsford,Abbotsford,811.9,-33.846055,151.129712,True,6,normal
2 Raynor Avenue Abbotsford,Abbotsford,761.8,-33.851864,151.13091,True,6,normal
2 Spring Street Abbotsford,Abbotsford,667.3,-33.847099,151.127731,True,6,normal
2 St Albans Street Abbotsford,Abbotsford,507.0,-33.85544,151.128289,False,5,normal
2 The Terrace Abbotsford,Abbotsford,709.8,-33.845201,151.127478,True,9,normal
2 Tyler Crescent Abbotsford,Abbotsford,968.4,-33.854183,151.135939,True,6,normal
2 Werona Avenue Abbotsford,Abbotsford,630.2,-33.854207,151.12806,True,6,normal
20 Abbotsford Parade Abbotsford,Abbotsford,1016.0,-33.849138,151.126462,True,6,normal
20 Blackwall Point Road Abbotsford,Abbotsford,506.6,-33.85165,151.130785,False,5,normal
20 Figtree Avenue Abbotsford,Abbotsford,403.2,-33.849377,151.131433,True,14,small
20 Glen Ormond Avenue Abbotsford,Abbotsford,555.5,-33.853212,151.127884,True,6,normal
20 Irene Street Abbotsford,Abbotsford,594.1,-33.856896,151.128892,False,5,normal
20 Montrose Road Abbotsford,Abbotsford,1002.6,-33.847948,151.12936,False,5,normal
21 Glen Ormond Avenue Abbotsford,Abbotsford,585.5,-33.853733,151.127697,True,6,normal
21 Tyler Crescent Abbotsford,Abbotsford,806.1,-33.852815,151.133004,False,5,normal
21 Walton Crescent Abbotsford,Abbotsford,855.2,-33.848637,151.130778,False,5,normal
21A Fitzroy Street Abbotsford,Abbotsford,560.3,-33.847424,151.126275,True,8,normal
22 Altona Street Abbotsford,Abbotsford,714.2,-33.848106,151.126172,True,9,normal
22 Fitzroy Street Abbotsford,Abbotsford,871.9,-33.846634,151.126918,False,5,normal
22 Glen Ormond Avenue Abbotsford,Abbotsford,553.6,-33.853232,151.127756,True,6,normal
22 Irene Street Abbotsford,Abbotsford,585.4,-33.856913,151.128796,False,5,normal
22 Kokoda Street Abbotsford,Abbotsford,856.0,-33.852713,151.13418,True,20,normal
22 Spring Street Abbotsford,Abbotsford,659.9,-33.847784,151.126007,False,5,normal
22A Blackwall Point Road Abbotsford,Abbotsford,10558.4,-33.852149,151.131602,True,13,large
23 Battersea Street Abbotsford,Abbotsford,875.4,-33.846364,151.126587,False,5,normal
23 Bickleigh Street Abbotsford,Abbotsford,807.9,-33.855848,151.128275,False,5,normal
23 Campbell Street Abbotsford,Abbotsford,740.9,-33.854927,151.1285,True,6,normal
23 Chatham Place Abbotsford,Abbotsford,350.3,-33.850379,151.129211,True,11,small
23 Curtin Avenue Abbotsford,Abbotsford,725.1,-33.854091,151.134692,False,5,normal
23 Glen Ormond Avenue Abbotsford,Abbotsford,598.9,-33.853733,151.127571,False,5,normal
23 Walton Crescent Abbotsford,Abbotsford,1417.8,-33.848189,151.131279,True,6,normal
24 Blackwall Point Road Abbotsford,Abbotsford,647.1,-33.851922,151.132151,False,5,normal
24 Chatham Place Abbotsford,Abbotsford,290.7,-33.850525,151.128837,True,10,small
24 Fitzroy Street Abbotsford,Abbotsford,880.5,-33.846691,151.126771,False,5,normal
24 Glen Ormond Avenue Abbotsford,Abbotsford,557.7,-33.853279,151.127642,False,5,normal
24 Kokoda Street Abbotsford,Abbotsford,807.8,-33.852488,151.134332,True,7,normal
24 Spring Street Abbotsford,Abbotsford,663.1,-33.847841,151.12586,False,5,normal
25 Abbotsford Parade Abbotsford,Abbotsford,960.6,-33.849924,151.124752,True,7,normal
25 Chatham Place Abbotsford,Abbotsford,440.3,-33.850448,151.129285,True,12,small
25 Curtin Avenue Abbotsford,Abbotsford,714.8,-33.85406,151.134515,False,5,normal
25 St Albans Street Abbotsford,Abbotsford,537.7,-33.854556,151.127213,False,5,normal
25 Walton Crescent Abbotsford,Abbotsford,1217.4,-33.848026,151.131218,True,7,normal
26 Blackwall Point Road Abbotsford,Abbotsford,564.7,-33.851942,151.132283,False,5,normal
26 Campbell Street Abbotsford,Abbotsford,1060.3,-33.854808,151.129199,False,5,normal
26 Curtin Avenue Abbotsford,Abbotsford,881.3,-33.853717,151.133984,False,5,normal
26 Fitzroy Street Abbotsford,Abbotsford,891.9,-33.84679,151.126532,False,5,normal
26 Glen Ormond Avenue Abbotsford,Abbotsford,580.3,-33.8533,151.12751,False,5,normal
26 Spring Street Abbotsford,Abbotsford,488.4,-33.847893,151.125727,False,5,normal
26 St Albans Street Abbotsford,Abbotsford,453.3,-33.85429,151.127643,False,5,normal
26 Tyler Crescent Abbotsford,Abbotsford,719.5,-33.852425,151.133398,False,5,normal
27 Battersea Street Abbotsford,Abbotsford,886.8,-33.846487,151.126168,True,8,normal
27 Campbell Street Abbotsford,Abbotsford,1005.6,-33.854638,151.128449,False,5,normal
27 Chatham Place Abbotsford,Abbotsford,344.9,-33.850506,151.129328,True,10,small
27 Curtin Avenue Abbotsford,Abbotsford,662.1,-33.854141,151.134371,False,5,normal
27 Glen Ormond Avenue Abbotsford,Abbotsford,603.0,-33.85376,151.12724,True,6,normal
27 St Albans Street Abbotsford,Abbotsford,710.8,-33.854454,151.127042,True,6,normal
28 Abbotsford Parade Abbotsford,Abbotsford,427.0,-33.849074,151.125712,False,5,small
28 Blackwall Point Road Abbotsford,Abbotsford,570.3,-33.85196,151.13241,False,5,normal
28 Figtree Avenue Abbotsford,Abbotsford,252.0,-33.849179,151.131634,True,19,small
28 Spring Street Abbotsford,Abbotsford,502.2,-33.847911,151.125604,True,6,normal
28 St Albans Street Abbotsford,Abbotsford,882.4,-33.854189,151.127599,False,5,normal
28 Tyler Crescent Abbotsford,Abbotsford,732.5,-33.852401,151.133237,False,5,normal
28 Walton Crescent Abbotsford,Abbotsford,2053.5,-33.845464,151.130595,True,7,large
29 Battersea Street Abbotsford,Abbotsford,429.2,-33.846597,151.126092,True,7,small
29 Campbell Street Abbotsford,Abbotsford,1017.4,-33.854528,151.12828,True,6,normal
29 Glen Ormond Avenue Abbotsford,Abbotsford,573.6,-33.85381,151.126915,True,6,normal
29 St Albans Street Abbotsford,Abbotsford,669.0,-33.85433,151.126946,True,6,normal
2A Tyler Crescent Abbotsford,Abbotsford,732.9,-33.854447,151.136041,True,9,normal
2A Walton Crescent Abbotsford,Abbotsford,2645.4,-33.84955,151.12947,True,6,large
2B Walton Crescent Abbotsford,Abbotsford,410.8,-33.849582,151.128937,True,18,small
3 Altona Street Abbotsford,Abbotsford,997.1,-33.848488,151.127424,False,5,normal
3 Battersea Street Abbotsford,Abbotsford,598.8,-33.845844,151.127898,True,6,normal
3 Bickleigh Street Abbotsford,Abbotsford,789.2,-33.855728,151.129635,True,8,normal
3 Campbell Street Abbotsford,Abbotsford,736.7,-33.856458,151.129058,True,16,normal
3 Checkley Street Abbotsford,Abbotsford,750.7,-33.847594,151.12473,False,5,normal
3 Curtin Avenue Abbotsford,Abbotsford,742.2,-33.853798,151.136571,False,5,normal
3 Feilberg Place Abbotsford,Abbotsford,1078.2,-33.854188,151.136334,True,23,normal
3 Figtree Avenue Abbotsford,Abbotsford,2856.8,-33.84974,151.1298,True,10,large
3 Margaret Street Abbotsford,Abbotsford,731.3,-33.854682,151.137129,False,5,normal
3 Raynor Avenue Abbotsford,Abbotsford,598.2,-33.852293,151.131027,False,5,normal
3 Spring Street Abbotsford,Abbotsford,785.9,-33.847552,151.127741,True,6,normal
3 St Albans Street Abbotsford,Abbotsford,405.0,-33.855445,151.127512,True,6,small
3 The Terrace Abbotsford,Abbotsford,544.3,-33.845397,151.127821,True,6,normal
3 Walton Crescent Abbotsford,Abbotsford,1024.2,-33.848943,151.129127,False,5,normal
3 Werona Avenue Abbotsford,Abbotsford,447.0,-33.853913,151.127786,True,6,small
30 Abbotsford Parade Abbotsford,Abbotsford,413.6,-33.849095,151.125634,False,5,small
30 Fitzroy Street Abbotsford,Abbotsford,1221.6,-33.846836,151.126185,True,10,normal
30 Spring Street Abbotsford,Abbotsford,492.6,-33.847974,151.125494,True,7,normal
30 Tyler Crescent Abbotsford,Abbotsford,744.3,-33.852378,151.133074,False,5,normal
31 Battersea Street Abbotsford,Abbotsford,457.8,-33.846593,151.126007,False,5,normal
31 Curtin Avenue Abbotsford,Abbotsford,642.9,-33.854212,151.134052,True,6,normal
31 Fitzroy Street Abbotsford,Abbotsford,659.7,-33.847678,151.125559,True,6,normal
31 Glen Ormond Avenue Abbotsford,Abbotsford,580.4,-33.853855,151.126775,False,5,normal
31 Walton Crescent Abbotsford,Abbotsford,1090.7,-33.847186,151.130948,False,5,normal
318 Great North Road Abbotsford,Abbotsford,444.4,-33.855419,151.130616,False,5,small
32 Blackwall Point Road Abbotsford,Abbotsford,510.3,-33.851998,151.13267,False,5,normal
32 Campbell Street Abbotsford,Abbotsford,595.1,-33.854499,151.129126,False,5,normal
32 Figtree Avenue Abbotsford,Abbotsford,246.1,-33.849072,151.131722,True,14,small
32 Fitzroy Street Abbotsford,Abbotsford,714.7,-33.84697,151.126071,True,8,normal
32 Spring Street Abbotsford,Abbotsford,488.5,-33.848031,151.125386,True,6,normal
32 St Albans Street Abbotsford,Abbotsford,456.5,-33.853931,151.127381,True,6,normal
32 Tyler Crescent Abbotsford,Abbotsford,723.5,-33.852354,151.132911,False,5,normal
322 Great North Road Abbotsford,Abbotsford,737.8,-33.855228,151.130794,True,7,normal
33 Campbell Street Abbotsford,Abbotsford,890.7,-33.854226,151.128371,False,5,normal
33 Fitzroy Street Abbotsford,Abbotsford,663.4,-33.847727,151.125435,True,6,normal
33 St Albans Street Abbotsford,Abbotsford,870.5,-33.854044,151.126799,True,8,normal
330 Great North Road Abbotsford,Abbotsford,511.7,-33.854827,151.13051,False,5,normal
336 Great North Road Abbotsford,Abbotsford,850.2,-33.854208,151.130397,True,6,normal
338 Great North Road Abbotsford,Abbotsford,831.6,-33.854063,151.130339,False,5,normal
34 Abbotsford Parade Abbotsford,Abbotsford,417.5,-33.849133,151.125492,False,5,small
34 Blackwall Point Road Abbotsford,Abbotsford,762.1,-33.852053,151.13279,True,6,normal
34 Campbell Street Abbotsford,Abbotsford,954.5,-33.8544,151.129103,False,5,normal
34 Figtree Avenue Abbotsford,Abbotsford,326.5,-33.849023,151.131758,True,11,small
34 Fitzroy Street Abbotsford,Abbotsford,679.4,-33.847049,151.125957,False,5,normal
34 St Albans Street Abbotsford,Abbotsford,587.3,-33.853096,151.127531,True,8,normal
34 Tyler Crescent Abbotsford,Abbotsford,720.3,-33.852433,151.132688,True,14,normal
348 Great North Road Abbotsford,Abbotsford,25866.6,-33.853103,151.130826,True,25,large
34A Campbell Street Abbotsford,Abbotsford,954.5,-33.8544,151.129103,False,5,normal
34B Campbell Street Abbotsford,Abbotsford,954.5,-33.8544,151.129103,False,5,normal
354 Great North Road Abbotsford,Abbotsford,546.3,-33.852533,151.12984,False,5,normal
36 Curtin Avenue Abbotsford,Abbotsford,722.3,-33.853894,151.133151,False,5,normal
36 Fitzroy Street Abbotsford,Abbotsford,709.4,-33.847048,151.1258,True,6,normal
36 Spring Street Abbotsford,Abbotsford,711.3,-33.848126,151.125024,False,5,normal
36 Tyler Crescent Abbotsford,Abbotsford,853.6,-33.852371,151.132563,True,18,normal
36 Walton Crescent Abbotsford,Abbotsford,1558.5,-33.844991,151.129791,True,8,normal
364 Great North Road Abbotsford,Abbotsford,565.8,-33.851968,151.12958,False,5,normal
37 St Albans Street Abbotsford,Abbotsford,580.3,-33.853058,151.12696,False,5,normal
38 Abbotsford Parade Abbotsford,Abbotsford,502.0,-33.849149,151.125326,False,5,normal
38 Blackwall Point Road Abbotsford,Abbotsford,769.3,-33.852077,151.133134,False,5,normal
38 Campbell Street Abbotsford,Abbotsford,499.1,-33.854225,151.129061,False,5,normal
38 Fitzroy Street Abbotsford,Abbotsford,561.8,-33.84708,151.125676,True,6,normal
38 Walton Crescent Abbotsford,Abbotsford,1534.1,-33.844813,151.129859,True,7,normal
380 Great North Road Abbotsford,Abbotsford,2029.9,-33.849399,151.128349,True,40,large
39 Abbotsford Parade Abbotsford,Abbotsford,1642.0,-33.849867,151.123554,True,8,normal
39 Battersea Street Abbotsford,Abbotsford,1453.4,-33.846889,151.125218,True,7,normal
39 St Albans Street Abbotsford,Abbotsford,580.3,-33.852944,151.126977,False,5,normal
393 Great North Road Abbotsford,Abbotsford,1041.2,-33.856476,151.130311,False,5,normal
397 Great North Road Abbotsford,Abbotsford,944.2,-33.856261,151.130207,False,5,normal
399 Great North Road Abbotsford,Abbotsford,920.8,-33.856159,151.130175,False,5,normal
4 Abbotsford Parade Abbotsford,Abbotsford,509.8,-33.848915,151.127451,False,5,normal
4 Altona Street Abbotsford,Abbotsford,677.3,-33.847891,151.12754,False,5,normal
4 Battersea Street Abbotsford,Abbotsford,235.1,-33.845541,151.127673,False,5,small
4 Checkley Street Abbotsford,Abbotsford,798.2,-33.847105,151.124435,True,7,normal
4 Fitzroy Street Abbotsford,Abbotsford,591.2,-33.846262,151.127871,False,5,normal
4 Glen Ormond Avenue Abbotsford,Abbotsford,514.9,-33.853048,151.128909,True,6,normal
4 Gow Street Abbotsford,Abbotsford,1009.9,-33.849963,151.127317,True,6,normal
4 Henry Lawson Avenue Abbotsford,Abbotsford,589.2,-33.852395,151.128697,False,5,normal
4 Marmion Road Abbotsford,Abbotsford,735.5,-33.845984,151.129536,True,6,normal
4 Spring Street Abbotsford,Abbotsford,674.3,-33.847171,151.127579,False,5,normal
4 The Terrace Abbotsford,Abbotsford,1362.2,-33.844928,151.127291,True,19,normal
40 Blackwall Point Road Abbotsford,Abbotsford,755.7,-33.852101,151.133296,False,5,normal
40 Campbell Street Abbotsford,Abbotsford,509.1,-33.854159,151.129046,False,5,normal
40 Fitzroy Street Abbotsford,Abbotsford,505.1,-33.847148,151.125605,False,5,normal
40 Spring Street Abbotsford,Abbotsford,790.6,-33.848183,151.124745,True,6,normal
40 Tyler Crescent Abbotsford,Abbotsford,1528.3,-33.852506,151.132262,True,15,normal
407 Great North Road Abbotsford,Abbotsford,351.0,-33.855768,151.130121,False,5,small
409 Great North Road Abbotsford,Abbotsford,368.2,-33.855715,151.130106,False,5,small
41 Abbotsford Parade Abbotsford,Abbotsford,1094.1,-33.849829,151.123419,True,7,normal
41 Battersea Street Abbotsford,Abbotsford,883.2,-33.84698,151.125017,False,5,normal
41 St Albans Street Abbotsford,Abbotsford,617.2,-33.852828,151.126994,False,5,normal
411 Great North Road Abbotsford,Abbotsford,717.0,-33.855641,151.130083,False,5,normal
415 Great North Road Abbotsford,Abbotsford,904.7,-33.855383,151.130035,True,6,normal
42 Abbotsford Parade Abbotsford,Abbotsford,505.6,-33.849195,151.125154,False,5,normal
42 Blackwall Point Road Abbotsford,Abbotsford,753.2,-33.852125,151.133458,False,5,normal
42 Campbell Street Abbotsford,Abbotsford,550.9,-33.85409,151.129029,False,5,normal
42 Fitzroy Street Abbotsford,Abbotsford,883.3,-33.847158,151.125477,True,6,normal
42 Spring Street Abbotsford,Abbotsford,774.3,-33.848265,151.124632,False,5,normal
42 St Albans Street Abbotsford,Abbotsford,1749.5,-33.852205,151.127922,True,7,normal
425 Great North Road Abbotsford,Abbotsford,1070.3,-33.854578,151.129755,False,5,normal
43 St Albans Street Abbotsford,Abbotsford,564.2,-33.852711,151.12701,False,5,normal
43 Walton Crescent Abbotsford,Abbotsford,1453.9,-33.846207,151.130629,True,21,normal
430 Great North Road Abbotsford,Abbotsford,896.8,-33.845803,151.1289,False,5,normal
431 Great North Road Abbotsford,Abbotsford,1069.2,-33.85431,151.129693,False,5,normal
433 Great North Road Abbotsford,Abbotsford,758.0,-33.854194,151.129666,False,5,normal
437 Great North Road Abbotsford,Abbotsford,774.4,-33.854014,151.129624,False,5,normal
438-440 Great North Road Abbotsford,Abbotsford,1555.4,-33.845168,151.128893,True,8,normal
44 Blackwall Point Road Abbotsford,Abbotsford,785.0,-33.85215,151.133623,False,5,normal
44 Fitzroy Street Abbotsford,Abbotsford,869.2,-33.847249,151.125347,False,5,normal
44 Spring Street Abbotsford,Abbotsford,781.3,-33.848312,151.124514,False,5,normal
442 Great North Road Abbotsford,Abbotsford,586.9,-33.844974,151.128874,False,5,normal
45 Abbotsford Parade Abbotsford,Abbotsford,1065.0,-33.849647,151.123193,True,6,normal
45 St Albans Street Abbotsford,Abbotsford,603.4,-33.852598,151.127027,False,5,normal
45 Walton Crescent Abbotsford,Abbotsford,921.5,-33.846068,151.130141,True,7,normal
453 Great North Road Abbotsford,Abbotsford,253.0,-33.853281,151.129505,True,7,small
46 Campbell Street Abbotsford,Abbotsford,763.3,-33.853781,151.128958,False,5,normal
46 Curtin Avenue Abbotsford,Abbotsford,697.2,-33.85406,151.132147,False,5,normal
46 Spring Street Abbotsford,Abbotsford,801.0,-33.848349,151.124418,False,5,normal
46 Tyler Crescent Abbotsford,Abbotsford,870.7,-33.853054,151.132174,True,30,normal
